Proteins,isoelectric point,negatively charged particle,positively charged particle,absorbance
YOR087W,5.22113,90,74,1.31844
YLR017W,7.66986,34,35,0.88863
YLR213C,7.93097,47,49,1.95501
YMR044W,5.2132,99,84,1.07396
YOR346W,8.71954,116,130,0.77504
YNL134C,5.82538,49,43,0.84734
YKL191W,4.92596,74,45,0.97533
YLR114C,4.34821,156,74,0.84004
YPL191C,5.54547,53,42,0.46488
YJL197W,4.46625,226,121,1.06742
YPL260W,5.0047,97,66,0.50303
YOR142W-A,7.73492,38,39,0.92032
YNL327W,4.6795,77,44,0.67953
YKL217W,5.64508,64,55,1.91112
YMR057C,10.50604,7,22,1.06279
YNL165W,6.64484,47,45,1.03581
YOR011W,6.8183,129,126,1.38562
YJR004C,4.38959,57,25,1.13174
YLR437C,6.7309,14,14,0.92187
YPR164W,5.63422,174,148,1.05287
YMR119W,5.60785,72,63,1.03096
YJR143C,6.45697,76,69,2.1143
YJL118W,10.98712,12,36,0.97468
YJR047C,4.82709,28,17,0.27552
YJR149W,8.40631,44,47,0.49858
YPL202C,8.90692,51,59,0.53679
YLR316C,5.94916,48,45,1.36133
YLR312W-A,9.35687,22,32,0.43348
YPL207W,8.48114,101,111,1.14499
YOR132W,6.47845,80,78,0.92488
YNR029C,5.00739,70,51,0.96122
YML093W,4.9527,202,155,0.54726
YLR193C,9.75995,17,25,1.19108
YJL209W,9.5827,63,98,1.28947
YPL040C,8.34796,119,125,1.41054
YMR100W,6.47137,87,84,1.2598
YOR099W,6.2121,53,47,2.20777
YNL163C,5.01056,173,125,0.67816
YNL276C,8.19,7,9,1.54751
YLR256W-A,7.72247,38,39,0.86383
YPL247C,5.57416,51,41,1.45133
YMR204C,8.38678,48,51,0.53885
YOL136C,5.39325,49,36,0.51526
YKL222C,8.39374,83,89,1.10277
YNR075W,7.47723,42,43,2.35079
YML053C,6.39301,17,14,0.70022
YNL050C,6.95355,51,51,0.5581
YOL031C,5.34393,62,48,0.74388
YOL140W,7.18829,52,52,0.63474
YMR318C,6.27777,45,41,1.22624
YPL046C,4.35236,21,10,0.65768
YPL193W,5.77435,56,48,1.18019
YNL148C,4.7713,47,30,0.81719
YLR406C,9.98859,15,24,0.76888
YOR262W,4.43207,62,32,1.13534
YLR217W,10.00458,5,13,1.0347
YNL051W,8.81952,44,49,0.61618
YOR354C,8.2973,85,89,0.88409
YPR096C,9.81708,10,20,1.12881
YJR123W,8.62372,30,32,0.40318
YKL076C,9.78229,7,19,3.42695
YKL111C,8.54877,8,10,1.14454
YKL138C,10.68597,8,32,1.80958
YKL160W,4.51324,34,21,0.56353
YKR040C,9.99774,9,27,1.49362
YKR087C,9.27496,30,40,1.32133
YLR118C,6.36823,21,19,1.1421
YLR205C,7.68231,36,37,1.31084
YLR333C,10.31818,9,25,0.95428
YLR379W,10.07306,9,17,1.20698
YML013W,5.29755,87,67,0.85575
YMR067C,8.89581,47,52,0.48356
YMR160W,6.4129,97,92,1.5108
YMR278W,5.85504,81,68,1.3715
YNL109W,9.8443,6,12,0.56435
YOL072W,8.93463,35,42,1.27616
YOL101C,8.1535,25,27,1.11904
YOR008C,4.7005,36,19,0.69991
YOR033C,8.6153,97,106,0.55251
YOR379C,10.11383,4,19,1.15304
YPL052W,6.60028,34,33,1.55662
YPL088W,6.84454,47,46,1.23128
YPL159C,10.20392,24,48,0.77176
YPR114W,9.27802,21,31,1.8596
YPR130C,11.93365,4,17,0.83654
YML030W,9.16425,26,31,1.22908
YKL033W,5.01263,150,105,0.74415
YNR072W,6.61884,49,48,1.75878
YPR122W,8.56464,128,138,0.86445
YMR090W,5.63202,30,28,0.65027
YPL130W,4.07758,42,15,0.66091
YLR285W,4.99213,41,23,1.1992
YOR344C,4.75299,47,32,0.73267
YNL122C,12.25897,1,26,1.05562
YOR148C,8.7868,32,35,0.67706
YOR239W,4.61639,132,79,0.91257
YML106W,5.79645,25,23,0.55384
YML043C,5.7066,79,68,1.32372
YMR210W,8.5932,54,59,1.06198
YNL178W,9.42218,31,38,0.39827
YLR012C,7.77167,14,15,2.03128
YNL104C,5.69806,81,70,1.01487
YPL163C,4.11481,21,6,1.12565
YOR003W,5.22552,62,42,0.99119
YNR034W,7.09943,43,43,0.92014
YOR221C,6.45502,36,34,0.80724
YLR388W,10.31,3,12,1.34823
YMR269W,10.14301,31,63,1.10527
YLR036C,9.4809,14,28,1.08694
YLR462W,9.45905,24,33,0.64485
YPL023C,5.20819,94,69,1.34608
YPL067C,6.75909,24,23,1.59996
YPR177C,10.12738,2,14,0.18872
YOR112W,5.27155,94,81,0.96765
YOR095C,5.62799,37,32,0.57259
YOR282W,10.59515,2,10,0.84079
YOL112W,5.3869,76,66,1.55284
YOL143C,6.05914,21,18,1.13687
YNL019C,6.06952,25,22,0.92719
YNL038W,10.09943,19,36,0.60336
YMR177W,6.60101,56,51,0.88981
YOL138C,6.49127,167,159,0.9508
YPR137C-A,7.23846,39,39,0.86261
YMR030W,8.23175,46,48,0.63887
YOR390W,8.76508,19,26,1.29106
YPR014C,9.03571,9,14,0.18384
YLR330W,4.5047,139,69,0.35396
YML035C,6.13739,110,96,1.27095
YPR157W,7.01117,55,54,2.25233
YOL013C,5.42328,63,48,1.10169
YOL110W,5.09894,34,22,1.03819
YLR290C,9.53326,27,39,0.82953
YNL158W,6.13434,17,14,0.96302
YNL190W,10.39679,5,36,0.47484
YML079W,5.26044,26,19,0.95409
YMR141C,9.69293,9,17,0.41047
YNL009W,9.23846,55,66,0.83856
YNL205C,10.08575,6,22,0.82167
YNL324W,10.24969,3,15,0.63549
YOL008W,9.91058,15,30,0.8115
YOL050C,3.62225,16,1,0.03323
YPR118W,4.89362,53,39,0.77477
YOL137W,5.70819,37,29,1.40014
YOR013W,8.75726,15,18,1.32155
YPL100W,7.46918,58,59,0.58202
YNL140C,10.68268,13,37,0.27494
YNL145W,7.88336,4,5,1.68251
YPL107W,9.51349,36,48,1.48551
YOL056W,5.80719,45,40,0.95775
YOR338W,9.83234,40,60,0.88521
YOR025W,9.26654,52,68,0.88929
YPR135W,5.07916,135,95,1.05034
YPR179C,5.9505,102,91,0.74528
YOR053W,12.46295,1,38,0.68368
YML107C,9.13495,39,52,1.54909
YOR096W,9.83331,22,32,0.20673
YPR006C,7.21014,72,72,1.39423
YNL072W,8.99469,34,40,1.44016
YNL133C,9.92511,24,42,0.44645
YNR009W,10.03851,17,38,0.39653
YNL046W,10.25348,9,23,0.9664
YMR063W,5.83234,17,13,1.35918
YML078W,8.81476,20,23,0.86402
YOR102W,10.53668,2,21,1.0898
YPR099C,8.44989,6,8,0.67214
YOL144W,5.68427,92,81,1.11314
YNL119W,6.01654,62,57,0.78331
YPR007C,5.05084,99,75,0.75627
YMR045C,8.45563,191,201,0.93719
YNL284C-B,8.66669,190,205,0.96605
YMR157C,9.3736,30,42,0.63643
YNL319W,9.51495,5,12,0.48751
YNR061C,4.75946,27,18,0.60925
YOL146W,5.12811,28,20,1.16459
YOR251C,5.71381,41,35,1.50152
YOR286W,9.6546,16,25,0.78307
YPL214C,5.66498,57,50,0.71919
YNR008W,6.21002,85,76,1.64984
YPL263C,5.01117,124,93,1.57327
YPR167C,5.59418,39,30,1.60007
YPL134C,9.86847,21,40,0.96884
YNR018W,9.47589,25,33,1.71857
YNL336W,8.73724,41,48,2.3099
YPR062W,5.68158,23,20,1.18183
YPL075W,8.50873,81,86,0.78852
YOR130C,9.31366,22,32,0.95814
YOL124C,7.64105,57,58,1.10151
YPL196W,5.48773,40,32,1.3644
YPL116W,6.74664,92,88,1.22223
YPR068C,5.08575,66,45,1.36004
YPR169W,5.02411,93,68,0.68427
YOR393W,5.1474,58,42,1.04031
YOR283W,7.78265,31,32,0.67981
YOR356W,7.88141,79,81,1.1468
YPR102C,9.91901,21,33,0.66305
YPL104W,8.86237,85,95,0.81209
YPR123C,2.96686,27,1,0.19686
YPR073C,7.00189,22,22,1.09451
